president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,,
Donald Trump,All polls,7/3/2018,2/15/2017,2/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0815049,0,51,49,45.76586,49.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49305,77321,2/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/16/2017,2/18/2017,Gallup,B,1500,a,0.1471976,0,41,55,42.10976,53.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49299,77315,2/19/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/15/2017,2/19/2017,Ipsos,B+,2291,a,0.2035957,0,45.3,50.5,45.56972,49.18869,,T,http://polling.reuters.com/#poll/CP3_2/,49400,77573,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/15/2017,2/19/2017,Marist College,A,864,rv,1.683023,0,41,49,42.00963,50.01273,,,http://www.mcclatchydc.com/news/politics-government/white-house/article134111259.html,49315,77331,2/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/16/2017,2/19/2017,Morning Consult,B-,2013,rv,0.7853613,0,49,44,45.57074,46.47749,,,https://morningconsult.com/2017/02/22/voters-expecting-trumps-first-month-office/,49321,77337,2/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/16/2017,2/20/2017,Ipsos,B+,2261,a,0.2017868,0,45.5,49.9,45.76972,48.58869,,T,http://polling.reuters.com/#poll/CP3_2/,49399,77572,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/15/2017,2/20/2017,McLaughlin & Associates,C-,1000,lv,0.7230979,0,51,44,46.96852,45.88081,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50467,79635,11/16/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/17/2017,2/18/2017,YouGov,B,1000,a,0.5239093,0,41,47,41.82018,49.45123,,,http://big.assets.huffingtonpost.com/tabsHPPresidentTrump20170218.pdf,49309,77325,2/19/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/17/2017,2/19/2017,Gallup,B,1500,a,0.1471103,0,42,53,43.10976,51.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49310,77326,2/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/16/2017,2/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2429249,0,50,50,44.76586,50.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49311,77327,2/21/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/18/2017,2/20/2017,Gallup,B,1500,a,0.1470525,0,41,53,42.10976,51.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49312,77328,2/21/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/17/2017,2/21/2017,CBS News,A-,1280,a,1.953073,0,39,51,40.16127,50.32074,,,http://www.cbsnews.com/news/poll-immigration-is-most-important-problem-for-trump-and-congress/,49316,77332,2/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/16/2017,2/21/2017,Quinnipiac University,A-,1323,rv,1.6581,0,38,55,39.69376,53.54246,,,https://poll.qu.edu/national/release-detail?ReleaseID=2431,49318,77334,2/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/17/2017,2/21/2017,Ipsos,B+,2341,a,0.2102429,0,45.1,50,45.36972,48.68869,,T,http://polling.reuters.com/#poll/CP3_2/,49398,77571,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/17/2017,2/20/2017,American Research Group,C+,1100,a,1.135721,0,43,51,44.9022,48.55806,,,http://americanresearchgroup.com/economy/,49313,77329,2/21/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/18/2017,2/22/2017,YouGov,B,1500,a,0.7836045,0,43,46,43.82018,48.45123,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fu3pv5rt9s/econToplines.pdf,49325,77341,2/23/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/17/2017,2/23/2017,SurveyMonkey,D-,10639,a,0.2308247,0,44,54,41.84014,52.53904,,,https://drive.google.com/file/d/0BztOs71zt1WpMmR6UnY1dExBa3M/view?usp=sharing,49330,77346,2/24/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/19/2017,2/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.134666,0,51,49,45.76586,49.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49323,77339,2/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/18/2017,2/22/2017,Ipsos,B+,1524,a,0.1380122,0,46,47.1,46.26972,45.78869,,T,http://polling.reuters.com/#poll/CP3_2/,49397,77570,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/18/2017,2/22/2017,NBC News/Wall Street Journal,A-,1000,a,1.599794,0,44,48,43.66942,48.35004,,,https://www.scribd.com/document/340335355/17057-NBCWSJ-February-Poll,49326,77342,2/23/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/19/2017,2/21/2017,Gallup,B,1500,a,0.1470236,0,42,52,43.10976,50.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49328,77344,2/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/19/2017,2/23/2017,Ipsos,B+,1651,a,0.1506249,0,45.8,47.3,46.06972,45.98869,,T,http://polling.reuters.com/#poll/CP3_2/,49396,77569,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/20/2017,2/22/2017,Gallup,B,1500,a,0.1470236,0,43,52,44.10976,50.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49320,77336,2/23/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/20/2017,2/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,52,47,46.76586,47.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49329,77345,2/23/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/21/2017,2/23/2017,Gallup,B,1500,a,0.1470236,0,43,52,44.10976,50.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49319,77335,2/24/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/21/2017,2/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,53,47,47.76586,47.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49317,77333,2/24/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/20/2017,2/24/2017,Ipsos,B+,1867,a,0.1715168,0,45.1,48,45.36972,46.68869,,T,http://polling.reuters.com/#poll/CP3_2/,49395,77568,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/21/2017,2/22/2017,Public Policy Polling,B,941,rv,1.160848,0,45,48,44.30305,48.4044,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,49324,77340,2/23/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/22/2017,2/24/2017,Gallup,B,1500,a,0.1470236,0,41,53,42.10976,51.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49331,77347,2/25/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/21/2017,2/25/2017,Ipsos,B+,1876,a,0.1735584,0,45.1,47.9,45.36972,46.58869,,T,http://polling.reuters.com/#poll/CP3_2/,49394,77567,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/22/2017,2/26/2017,Ipsos,B+,1810,a,0.1687038,0,45.6,48.2,45.86972,46.88869,,T,http://polling.reuters.com/#poll/CP3_2/,49393,77566,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/23/2017,2/25/2017,Gallup,B,1500,a,0.1470236,0,41,54,42.10976,52.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49327,77343,2/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/22/2017,2/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,51,49,45.76586,49.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49372,77453,2/27/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/24/2017,2/26/2017,Gallup,B,1500,a,0.1470236,0,42,54,43.10976,52.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49370,77451,2/27/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/24/2017,2/26/2017,Morning Consult,B-,2000,rv,0.7566019,0,50,45,46.57074,47.47749,,,https://morningconsult.com/2017/02/28/trump-joint-session-speech-campaign-promises/,49380,77474,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/23/2017,2/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,50,50,44.76586,50.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49373,77459,2/28/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/23/2017,2/27/2017,Ipsos,B+,1807,a,0.1697676,0,46.1,48.3,46.36972,46.98869,,T,http://polling.reuters.com/#poll/CP3_2/,49392,77565,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/24/2017,2/28/2017,Ipsos,B+,1847,a,0.1749969,0,46.1,48.4,46.36972,47.08869,,T,http://polling.reuters.com/#poll/CP3_2/,49441,77624,3/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/25/2017,2/27/2017,Gallup,B,1500,a,0.1470236,0,42,54,43.10976,52.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49374,77460,2/28/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/26/2017,2/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,50,50,44.76586,50.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49379,77473,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/25/2017,3/1/2017,YouGov,B,1500,a,0.8736138,0,41,50,41.82018,52.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qai0kpu1rl/econTabReport.pdf,49433,77606,3/2/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/26/2017,2/28/2017,Gallup,B,1500,a,0.1470236,0,43,52,44.10976,50.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49431,77604,3/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/25/2017,3/1/2017,Ipsos,B+,1687,a,0.1610877,0,45.7,49.2,45.96972,47.88869,,T,http://polling.reuters.com/#poll/CP3_2/,49440,77623,3/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/27/2017,3/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,52,48,46.76586,48.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49434,77608,3/2/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/26/2017,3/2/2017,Ipsos,B+,1699,a,0.1633381,0,45.8,48.8,46.06972,47.48869,,T,http://polling.reuters.com/#poll/CP3_2/,49442,77621,3/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/27/2017,3/1/2017,Gallup,B,1500,a,0.1470236,0,43,51,44.10976,49.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49435,77609,3/2/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/24/2017,3/4/2017,IBD/TIPP,A-,909,a,1.532526,0,41,53,43.0829,51.26029,,,http://www.investors.com/politics/public-turned-off-by-medias-relentlessly-negative-coverage-of-trump-ibdtipp-poll/,49451,77634,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/27/2017,3/3/2017,Ipsos,B+,1713,a,0.1656216,0,45.6,48.7,45.86972,47.38869,,T,http://polling.reuters.com/#poll/CP3_2/,49456,77647,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/28/2017,3/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,53,47,47.76586,47.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49437,77612,3/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/28/2017,3/2/2017,Gallup,B,1500,a,0.1470236,0,43,51,44.10976,49.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49438,77613,3/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/28/2017,3/4/2017,Ipsos,B+,1729,a,0.1679314,0,45.4,48.2,45.66972,46.88869,,T,http://polling.reuters.com/#poll/CP3_2/,49455,77646,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/1/2017,3/3/2017,Gallup,B,1500,a,0.1470236,0,43,51,44.10976,49.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49443,77625,3/5/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/1/2017,3/4/2017,CNN/Opinion Research Corp.,B+,1025,a,1.568266,0,45,52,44.70592,50.44823,,,"http://i2.cdn.turner.com/cnn/2017/images/03/05/rel4a.-.trump,.russia.pdf",49446,77628,3/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/1/2017,3/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,52,48,46.76586,48.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49445,77627,3/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/2/2017,3/4/2017,Gallup,B,1500,a,0.1470236,0,43,50,44.10976,48.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49444,77626,3/5/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/1/2017,3/5/2017,Suffolk University,B+,1000,rv,1.491611,0,47,44,46.69145,44.11473,,,http://www.suffolk.edu/academics/10741.php,49458,77649,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/1/2017,3/5/2017,SurveyMonkey,D-,4551,a,0.1307911,0,48,51,45.84014,49.53904,,,https://blog.electiontracking.surveymonkey.com/2017/03/07/trumps-speech-approval-uptick-opinion-headwinds/,49461,77652,3/8/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/1/2017,3/5/2017,Ipsos,B+,1673,a,0.1630449,0,46.8,46.7,47.06972,45.38869,,T,http://polling.reuters.com/#poll/CP3_2/,49454,77645,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/2/2017,3/6/2017,Morning Consult,B-,1992,rv,0.7486934,0,50,45,46.57074,47.47749,,,https://morningconsult.com/2017/03/08/poll-americans-dont-want-budget-cuts-government-agencies/,49459,77650,3/8/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/2/2017,3/6/2017,Ipsos,B+,1679,a,0.1641843,0,47.6,46,47.86972,44.68869,,T,http://polling.reuters.com/#poll/CP3_2/,49453,77644,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/2/2017,3/5/2017,Monmouth University,A+,801,a,1.72585,0,43,46,43.19596,47.69796,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_030617/,49449,77631,3/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/2/2017,3/6/2017,Quinnipiac University,A-,1283,rv,1.629253,0,41,52,42.69376,50.54246,,,https://poll.qu.edu/national/release-detail?ReleaseID=2436,49457,77648,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/3/2017,3/5/2017,Gallup,B,1500,a,0.1470236,0,44,50,45.10976,48.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49448,77630,3/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/2/2017,3/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,51,49,45.76586,49.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49450,77633,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/3/2017,3/7/2017,Garin-Hart-Yang/Global Strategy Group,,1001,rv,1.178701,0,45,46,44.36967,47.07986,,,https://www.scribd.com/document/343715558/Priorities-USA-National-Tracking-Survey-3-30-17,50311,79047,10/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/3/2017,3/7/2017,Ipsos,B+,1662,a,0.163043,0,47.6,46,47.86972,44.68869,,T,http://polling.reuters.com/#poll/CP3_2/,49473,77674,3/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/4/2017,3/6/2017,Gallup,B,1500,a,0.1470236,0,43,51,44.10976,49.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49452,77635,3/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/4/2017,3/8/2017,Ipsos,B+,1647,a,0.1620308,0,48.3,45.6,48.56972,44.28869,,T,http://polling.reuters.com/#poll/CP3_2/,49472,77673,3/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,2/28/2017,3/12/2017,Pew Research Center,B-,3844,a,2.07159,0,43,55,44.60276,52.66085,,,http://assets.pewresearch.org/wp-content/uploads/sites/12/2017/03/30145922/Mode-Study-3-31-2017-TOPLINE.pdf,49560,77810,3/31/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/3/2017,3/9/2017,SurveyMonkey,D-,12257,a,0.2958955,0,47,52,44.84014,50.53904,,,https://drive.google.com/file/d/0BztOs71zt1WpRnRGOFFaWkREN0k/view,49475,77676,3/11/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/5/2017,3/7/2017,Gallup,B,1500,a,0.1470236,0,42,53,43.10976,51.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49464,77655,3/8/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/5/2017,3/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,49,51,43.76586,51.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49462,77653,3/8/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/3/2017,3/11/2017,Saint Leo University,C-,1073,a,0.8500725,0,44,51,42.91034,50.971,,,http://polls.saintleo.edu/u-s-voters-divided-more-than-ever-saint-leo-university-poll-shows/,49520,77746,3/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/5/2017,3/9/2017,Ipsos,B+,1629,a,0.1606589,0,49,45.3,49.26972,43.98869,,T,http://polling.reuters.com/#poll/CP3_2/,49471,77672,3/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/6/2017,3/8/2017,Gallup,B,1500,a,0.1470236,0,41,53,42.10976,51.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49467,77662,3/9/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/6/2017,3/7/2017,YouGov,B,1500,a,0.9076471,0,42,49,42.82018,51.45123,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6dlem7baz2/econToplines.pdf,49465,77659,3/8/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/6/2017,3/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,49,51,43.76586,51.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49466,77661,3/9/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/7/2017,3/9/2017,Gallup,B,1500,a,0.1470236,0,42,52,43.10976,50.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49470,77665,3/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/7/2017,3/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,48,52,42.76586,52.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49469,77664,3/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/6/2017,3/10/2017,Ipsos,B+,1674,a,0.1654581,0,48.7,46.2,48.96972,44.88869,,T,http://polling.reuters.com/#poll/CP3_2/,49484,77690,3/14/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/7/2017,3/11/2017,Ipsos,B+,1682,a,0.1665286,0,47.9,46.9,48.16972,45.58869,,T,http://polling.reuters.com/#poll/CP3_2/,49483,77689,3/14/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/8/2017,3/10/2017,Gallup,B,1500,a,0.1470236,0,44,49,45.10976,47.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49474,77675,3/11/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/6/2017,3/12/2017,Kaiser Family Foundation,,1206,a,1.587311,0,36,58,36.53371,56.38422,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-ACA-Replacement-Plans-Womens-Health,49504,77722,3/18/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/8/2017,3/12/2017,Ipsos,B+,1691,a,0.1676146,0,47.1,47.8,47.36972,46.48869,,T,http://polling.reuters.com/#poll/CP3_2/,49482,77688,3/14/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/8/2017,3/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,47,53,41.76586,53.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49477,77679,3/13/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/9/2017,3/11/2017,Gallup,B,1500,a,0.1470236,0,45,49,46.10976,47.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49476,77678,3/12/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/9/2017,3/13/2017,Ipsos,B+,1747,a,0.1733043,0,46.9,48.3,47.16972,46.98869,,T,http://polling.reuters.com/#poll/CP3_2/,49481,77687,3/14/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/10/2017,3/12/2017,Public Policy Polling,B,808,rv,1.083451,0,43,50,42.30305,50.4044,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_31517.pdf,49488,77698,3/15/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/10/2017,3/12/2017,Gallup,B,1500,a,0.1470236,0,42,51,43.10976,49.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49479,77681,3/13/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/9/2017,3/13/2017,Morning Consult,B-,1983,rv,0.744608,0,52,43,48.57074,45.47749,,,https://morningconsult.com/2017/03/15/poll-republican-plan-encourage-health-coverage-unpopular-voters/,49490,77701,3/15/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/9/2017,3/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,46,53,40.76586,53.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49480,77682,3/14/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/11/2017,3/13/2017,Gallup,B,1500,a,0.1470236,0,39,55,40.10976,53.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49485,77695,3/14/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,3/10/2017,3/14/2017,Ipsos,B+,1750,a,0.1737226,0,45.3,48.9,45.56972,47.58869,,T,http://polling.reuters.com/#poll/CP3_2/,49501,77713,3/17/2017,15:18:36  3 Jul 2018,,
